LAUS,state,county,County Name/State Abbreviation,Year,force,employed,unemployed,unemployment
CN1209500000000,12,95,"Orange County, FL",2010,629808,563766,66042,10.5
CN1209700000000,12,97,"Osceola County, FL",2010,136117,119677,16440,12.1
CN1209900000000,12,99,"Palm Beach County, FL",2010,640308,572130,68178,10.6
CN1210100000000,12,101,"Pasco County, FL",2010,205550,181719,23831,11.6
CN1210300000000,12,103,"Pinellas County, FL",2010,461265,412869,48396,10.5
CN1210500000000,12,105,"Polk County, FL",2010,275957,243488,32469,11.8
CN1210700000000,12,107,"Putnam County, FL",2010,30235,26307,3928,13
CN1210900000000,12,109,"St. Johns County, FL",2010,98319,90007,8312,8.5
CN1211100000000,12,111,"St. Lucie County, FL",2010,127436,110442,16994,13.3
CN1211300000000,12,113,"Santa Rosa County, FL",2010,70749,64403,6346,9
CN1211500000000,12,115,"Sarasota County, FL",2010,165757,147114,18643,11.2
CN1211700000000,12,117,"Seminole County, FL",2010,228713,205181,23532,10.3
CN1211900000000,12,119,"Sumter County, FL",2010,25080,21850,3230,12.9
CN1212100000000,12,121,"Suwannee County, FL",2010,18988,17184,1804,9.5
CN1212300000000,12,123,"Taylor County, FL",2010,9390,8430,960,10.2
CN1212500000000,12,125,"Union County, FL",2010,5436,4989,447,8.2
CN1212700000000,12,127,"Volusia County, FL",2010,236074,207981,28093,11.9
CN1212900000000,12,129,"Wakulla County, FL",2010,14475,13304,1171,8.1
CN1213100000000,12,131,"Walton County, FL",2010,25774,23433,2341,9.1
CN1213300000000,12,133,"Washington County, FL",2010,10206,9166,1040,10.2
CN1300100000000,13,1,"Appling County, GA",2010,8771,7720,1051,12
CN1300300000000,13,3,"Atkinson County, GA",2010,3463,2929,534,15.4
CN1300500000000,13,5,"Bacon County, GA",2010,4554,4064,490,10.8
CN1300700000000,13,7,"Baker County, GA",2010,1237,1084,153,12.4
CN1300900000000,13,9,"Baldwin County, GA",2010,19261,16264,2997,15.6
CN1301100000000,13,11,"Banks County, GA",2010,8479,7649,830,9.8
CN1301300000000,13,13,"Barrow County, GA",2010,34778,30977,3801,10.9
CN1301500000000,13,15,"Bartow County, GA",2010,47979,42059,5920,12.3
CN1301700000000,13,17,"Ben Hill County, GA",2010,6538,5488,1050,16.1
CN1301900000000,13,19,"Berrien County, GA",2010,8013,6959,1054,13.2
CN1302100000000,13,21,"Bibb County, GA",2010,70421,62130,8291,11.8
CN1302300000000,13,23,"Bleckley County, GA",2010,5490,4798,692,12.6
CN1302500000000,13,25,"Brantley County, GA",2010,7492,6525,967,12.9
CN1302700000000,13,27,"Brooks County, GA",2010,7328,6614,714,9.7
CN1302900000000,13,29,"Bryan County, GA",2010,14492,13086,1406,9.7
CN1303100000000,13,31,"Bulloch County, GA",2010,33233,29839,3394,10.2
CN1303300000000,13,33,"Burke County, GA",2010,9819,8611,1208,12.3
CN1303500000000,13,35,"Butts County, GA",2010,10521,9299,1222,11.6
CN1303700000000,13,37,"Calhoun County, GA",2010,2626,2393,233,8.9
CN1303900000000,13,39,"Camden County, GA",2010,20754,18666,2088,10.1
CN1304300000000,13,43,"Candler County, GA",2010,4928,4487,441,8.9
CN1304500000000,13,45,"Carroll County, GA",2010,51982,45819,6163,11.9
CN1304700000000,13,47,"Catoosa County, GA",2010,31426,28700,2726,8.7
CN1304900000000,13,49,"Charlton County, GA",2010,4811,4294,517,10.7
CN1305100000000,13,51,"Chatham County, GA",2010,127700,114919,12781,10
CN1305300000000,13,53,"Chattahoochee County, GA",2010,2224,1978,246,11.1
CN1305500000000,13,55,"Chattooga County, GA",2010,10699,9436,1263,11.8
CN1305700000000,13,57,"Cherokee County, GA",2010,112852,102814,10038,8.9
CN1305900000000,13,59,"Clarke County, GA",2010,56779,51424,5355,9.4
CN1306100000000,13,61,"Clay County, GA",2010,1104,974,130,11.8
CN1306300000000,13,63,"Clayton County, GA",2010,125582,108377,17205,13.7
CN1306500000000,13,65,"Clinch County, GA",2010,2907,2582,325,11.2
CN1306700000000,13,67,"Cobb County, GA",2010,381245,345298,35947,9.4
CN1306900000000,13,69,"Coffee County, GA",2010,17260,14502,2758,16
CN1307100000000,13,71,"Colquitt County, GA",2010,21369,19271,2098,9.8
CN1307300000000,13,73,"Columbia County, GA",2010,61662,57098,4564,7.4
CN1307500000000,13,75,"Cook County, GA",2010,7907,6975,932,11.8
CN1307700000000,13,77,"Coweta County, GA",2010,64514,58167,6347,9.8
CN1307900000000,13,79,"Crawford County, GA",2010,5791,5116,675,11.7
CN1308100000000,13,81,"Crisp County, GA",2010,9237,7911,1326,14.4
CN1308300000000,13,83,"Dade County, GA",2010,8369,7634,735,8.8
CN1308500000000,13,85,"Dawson County, GA",2010,10997,9783,1214,11
CN1308700000000,13,87,"Decatur County, GA",2010,12482,10910,1572,12.6
CN1308900000000,13,89,"DeKalb County, GA",2010,363973,324087,39886,11
CN1309100000000,13,91,"Dodge County, GA",2010,8389,7280,1109,13.2
CN1309300000000,13,93,"Dooly County, GA",2010,4974,4392,582,11.7
CN1309500000000,13,95,"Dougherty County, GA",2010,41623,36327,5296,12.7
CN1309700000000,13,97,"Douglas County, GA",2010,66764,59181,7583,11.4
CN1309900000000,13,99,"Early County, GA",2010,4491,3957,534,11.9
CN1310100000000,13,101,"Echols County, GA",2010,1880,1724,156,8.3
CN1310300000000,13,103,"Effingham County, GA",2010,25849,23339,2510,9.7
CN1310500000000,13,105,"Elbert County, GA",2010,8963,7615,1348,15
CN1310700000000,13,107,"Emanuel County, GA",2010,9147,7956,1191,13
CN1310900000000,13,109,"Evans County, GA",2010,4781,4341,440,9.2
CN1311100000000,13,111,"Fannin County, GA",2010,10301,9082,1219,11.8
CN1311300000000,13,113,"Fayette County, GA",2010,53058,48624,4434,8.4
CN1311500000000,13,115,"Floyd County, GA",2010,45235,39799,5436,12
CN1311700000000,13,117,"Forsyth County, GA",2010,88550,81352,7198,8.1
CN1311900000000,13,119,"Franklin County, GA",2010,9730,8478,1252,12.9
CN1312100000000,13,121,"Fulton County, GA",2010,486278,434852,51426,10.6
CN1312300000000,13,123,"Gilmer County, GA",2010,12848,11380,1468,11.4
CN1312500000000,13,125,"Glascock County, GA",2010,1328,1179,149,11.2
CN1312700000000,13,127,"Glynn County, GA",2010,38450,34551,3899,10.1
CN1312900000000,13,129,"Gordon County, GA",2010,26145,22777,3368,12.9
CN1313100000000,13,131,"Grady County, GA",2010,10427,9320,1107,10.6
CN1313300000000,13,133,"Greene County, GA",2010,6432,5574,858,13.3
CN1313500000000,13,135,"Gwinnett County, GA",2010,419533,380264,39269,9.4
CN1313700000000,13,137,"Habersham County, GA",2010,18396,16410,1986,10.8
CN1313900000000,13,139,"Hall County, GA",2010,86778,78302,8476,9.8
CN1314100000000,13,141,"Hancock County, GA",2010,3119,2396,723,23.2
CN1314300000000,13,143,"Haralson County, GA",2010,12422,10879,1543,12.4
CN1314500000000,13,145,"Harris County, GA",2010,16454,15168,1286,7.8
CN1314700000000,13,147,"Hart County, GA",2010,10990,9709,1281,11.7
CN1314900000000,13,149,"Heard County, GA",2010,5265,4621,644,12.2
CN1315100000000,13,151,"Henry County, GA",2010,101410,90799,10611,10.5
CN1315300000000,13,153,"Houston County, GA",2010,67259,61498,5761,8.6
CN1315500000000,13,155,"Irwin County, GA",2010,3687,3139,548,14.9
CN1315700000000,13,157,"Jackson County, GA",2010,28732,25692,3040,10.6
CN1315900000000,13,159,"Jasper County, GA",2010,6893,6077,816,11.8
CN1316100000000,13,161,"Jeff Davis County, GA",2010,6390,5564,826,12.9
CN1316300000000,13,163,"Jefferson County, GA",2010,7181,6159,1022,14.2
CN1316500000000,13,165,"Jenkins County, GA",2010,3239,2741,498,15.4
CN1316700000000,13,167,"Johnson County, GA",2010,4251,3786,465,10.9
CN1316900000000,13,169,"Jones County, GA",2010,13732,12381,1351,9.8
CN1317100000000,13,171,"Lamar County, GA",2010,8185,7006,1179,14.4
CN1317300000000,13,173,"Lanier County, GA",2010,3885,3468,417,10.7
CN1317500000000,13,175,"Laurens County, GA",2010,20664,17901,2763,13.4
CN1317700000000,13,177,"Lee County, GA",2010,14382,13063,1319,9.2
CN1317900000000,13,179,"Liberty County, GA",2010,26999,24523,2476,9.2
CN1318100000000,13,181,"Lincoln County, GA",2010,3693,3261,432,11.7
CN1318300000000,13,183,"Long County, GA",2010,6246,5713,533,8.5
CN1318500000000,13,185,"Lowndes County, GA",2010,51165,46177,4988,9.7
CN1318700000000,13,187,"Lumpkin County, GA",2010,14748,13200,1548,10.5
CN1318900000000,13,189,"McDuffie County, GA",2010,9477,8214,1263,13.3
CN1319100000000,13,191,"McIntosh County, GA",2010,6305,5632,673,10.7
CN1319300000000,13,193,"Macon County, GA",2010,5399,4677,722,13.4
CN1319500000000,13,195,"Madison County, GA",2010,13415,11999,1416,10.6
CN1319700000000,13,197,"Marion County, GA",2010,3733,3330,403,10.8
CN1319900000000,13,199,"Meriwether County, GA",2010,9367,8065,1302,13.9
CN1320100000000,13,201,"Miller County, GA",2010,2811,2515,296,10.5
CN1320500000000,13,205,"Mitchell County, GA",2010,9673,8613,1060,11
CN1320700000000,13,207,"Monroe County, GA",2010,12587,11287,1300,10.3
CN1320900000000,13,209,"Montgomery County, GA",2010,3889,3415,474,12.2
CN1321100000000,13,211,"Morgan County, GA",2010,8654,7739,915,10.6
CN1321300000000,13,213,"Murray County, GA",2010,17234,14831,2403,13.9
CN1321500000000,13,215,"Muscogee County, GA",2010,81995,73575,8420,10.3
CN1321700000000,13,217,"Newton County, GA",2010,48138,41951,6187,12.9
CN1321900000000,13,219,"Oconee County, GA",2010,16875,15655,1220,7.2
CN1322100000000,13,221,"Oglethorpe County, GA",2010,7099,6404,695,9.8
CN1322300000000,13,223,"Paulding County, GA",2010,73923,66434,7489,10.1
CN1322500000000,13,225,"Peach County, GA",2010,12958,11373,1585,12.2
CN1322700000000,13,227,"Pickens County, GA",2010,14086,12521,1565,11.1
CN1322900000000,13,229,"Pierce County, GA",2010,8270,7396,874,10.6
CN1323100000000,13,231,"Pike County, GA",2010,8528,7608,920,10.8
CN1323300000000,13,233,"Polk County, GA",2010,18755,16464,2291,12.2
CN1323500000000,13,235,"Pulaski County, GA",2010,4541,4117,424,9.3
CN1323700000000,13,237,"Putnam County, GA",2010,9082,7893,1189,13.1
CN1323900000000,13,239,"Quitman County, GA",2010,1009,906,103,10.2
CN1324100000000,13,241,"Rabun County, GA",2010,7162,6306,856,12
CN1324300000000,13,243,"Randolph County, GA",2010,2988,2620,368,12.3
CN1324500000000,13,245,"Richmond County, GA",2010,88125,78306,9819,11.1
CN1324700000000,13,247,"Rockdale County, GA",2010,42071,37256,4815,11.4
CN1324900000000,13,249,"Schley County, GA",2010,2170,1905,265,12.2
CN1325100000000,13,251,"Screven County, GA",2010,5826,4824,1002,17.2
CN1325300000000,13,253,"Seminole County, GA",2010,3395,2963,432,12.7
CN1325500000000,13,255,"Spalding County, GA",2010,28762,24439,4323,15
CN1325700000000,13,257,"Stephens County, GA",2010,11928,10442,1486,12.5
CN1325900000000,13,259,"Stewart County, GA",2010,2408,2157,251,10.4
CN1326100000000,13,261,"Sumter County, GA",2010,14306,12385,1921,13.4
CN1326300000000,13,263,"Talbot County, GA",2010,2883,2588,295,10.2
CN1326500000000,13,265,"Taliaferro County, GA",2010,637,521,116,18.2
CN1326700000000,13,267,"Tattnall County, GA",2010,9702,8813,889,9.2
CN1326900000000,13,269,"Taylor County, GA",2010,3266,2788,478,14.6
CN1327100000000,13,271,"Telfair County, GA",2010,5250,4468,782,14.9
CN1327300000000,13,273,"Terrell County, GA",2010,3931,3444,487,12.4
CN1327500000000,13,275,"Thomas County, GA",2010,17948,15894,2054,11.4
CN1327700000000,13,277,"Tift County, GA",2010,18838,16557,2281,12.1
CN1327900000000,13,279,"Toombs County, GA",2010,12340,10805,1535,12.4
CN1328100000000,13,281,"Towns County, GA",2010,4355,3788,567,13
CN1328300000000,13,283,"Treutlen County, GA",2010,2954,2593,361,12.2
CN1328500000000,13,285,"Troup County, GA",2010,32636,28823,3813,11.7
CN1328700000000,13,287,"Turner County, GA",2010,3542,2947,595,16.8
CN1328900000000,13,289,"Twiggs County, GA",2010,3276,2764,512,15.6
CN1329100000000,13,291,"Union County, GA",2010,9534,8466,1068,11.2
CN1329300000000,13,293,"Upson County, GA",2010,11967,10484,1483,12.4
CN1329500000000,13,295,"Walker County, GA",2010,31068,27822,3246,10.4
CN1329700000000,13,297,"Walton County, GA",2010,41152,36712,4440,10.8
CN1329900000000,13,299,"Ware County, GA",2010,15604,13865,1739,11.1
CN1330100000000,13,301,"Warren County, GA",2010,2666,2203,463,17.4
CN1330300000000,13,303,"Washington County, GA",2010,8150,6951,1199,14.7
CN1330500000000,13,305,"Wayne County, GA",2010,12412,10900,1512,12.2
CN1330700000000,13,307,"Webster County, GA",2010,1047,910,137,13.1
CN1330900000000,13,309,"Wheeler County, GA",2010,1944,1646,298,15.3
CN1331100000000,13,311,"White County, GA",2010,12941,11603,1338,10.3
CN1331300000000,13,313,"Whitfield County, GA",2010,47771,42030,5741,12
CN1331500000000,13,315,"Wilcox County, GA",2010,2943,2573,370,12.6
CN1331700000000,13,317,"Wilkes County, GA",2010,4030,3491,539,13.4
CN1331900000000,13,319,"Wilkinson County, GA",2010,3856,3307,549,14.2
CN1332100000000,13,321,"Worth County, GA",2010,9810,8607,1203,12.3
CN1500100000000,15,1,"Hawaii County, HI",2010,88539,79996,8543,9.6
CN1500300000000,15,3,"Honolulu County/city, HI",2010,445120,418973,26147,5.9
CN1500700000000,15,7,"Kauai County, HI",2010,34970,31983,2987,8.5
CN1500900000000,15,9,"Maui County, HI",2010,79920,73258,6662,8.3
CN1600100000000,16,1,"Ada County, ID",2010,197285,181222,16063,8.1
CN1600300000000,16,3,"Adams County, ID",2010,1856,1521,335,18
CN1600500000000,16,5,"Bannock County, ID",2010,41151,37947,3204,7.8
CN1600700000000,16,7,"Bear Lake County, ID",2010,2887,2679,208,7.2
CN1600900000000,16,9,"Benewah County, ID",2010,4208,3649,559,13.3
CN1601100000000,16,11,"Bingham County, ID",2010,22875,21276,1599,7
CN1601300000000,16,13,"Blaine County, ID",2010,11972,10846,1126,9.4
CN1601500000000,16,15,"Boise County, ID",2010,3054,2736,318,10.4
CN1601700000000,16,17,"Bonner County, ID",2010,19521,17040,2481,12.7
CN1601900000000,16,19,"Bonneville County, ID",2010,49159,45843,3316,6.7
CN1602100000000,16,21,"Boundary County, ID",2010,5372,4664,708,13.2
CN1602300000000,16,23,"Butte County, ID",2010,1354,1259,95,7
CN1602500000000,16,25,"Camas County, ID",2010,644,563,81,12.6
CN1602700000000,16,27,"Canyon County, ID",2010,84900,75463,9437,11.1
CN1602900000000,16,29,"Caribou County, ID",2010,3845,3553,292,7.6
CN1603100000000,16,31,"Cassia County, ID",2010,11127,10363,764,6.9
CN1603300000000,16,33,"Clark County, ID",2010,537,488,49,9.1
CN1603500000000,16,35,"Clearwater County, ID",2010,3420,2932,488,14.3
CN1603700000000,16,37,"Custer County, ID",2010,2297,2114,183,8
CN1603900000000,16,39,"Elmore County, ID",2010,11413,10447,966,8.5
CN1604100000000,16,41,"Franklin County, ID",2010,6205,5888,317,5.1
CN1604300000000,16,43,"Fremont County, ID",2010,6759,6184,575,8.5
CN1604500000000,16,45,"Gem County, ID",2010,7696,6827,869,11.3
CN1604700000000,16,47,"Gooding County, ID",2010,8506,7890,616,7.2
CN1604900000000,16,49,"Idaho County, ID",2010,6660,5845,815,12.2
CN1605100000000,16,51,"Jefferson County, ID",2010,12625,11762,863,6.8
CN1605300000000,16,53,"Jerome County, ID",2010,11016,10155,861,7.8
CN1605500000000,16,55,"Kootenai County, ID",2010,68944,61560,7384,10.7
CN1605700000000,16,57,"Latah County, ID",2010,19308,18066,1242,6.4
CN1605900000000,16,59,"Lemhi County, ID",2010,3780,3402,378,10
CN1606100000000,16,61,"Lewis County, ID",2010,1573,1471,102,6.5
CN1606300000000,16,63,"Lincoln County, ID",2010,2715,2363,352,13
CN1606500000000,16,65,"Madison County, ID",2010,17513,16604,909,5.2
CN1606700000000,16,67,"Minidoka County, ID",2010,10478,9725,753,7.2
CN1606900000000,16,69,"Nez Perce County, ID",2010,20116,18811,1305,6.5
CN1607100000000,16,71,"Oneida County, ID",2010,2009,1892,117,5.8
CN1607300000000,16,73,"Owyhee County, ID",2010,5062,4856,206,4.1
CN1607500000000,16,75,"Payette County, ID",2010,11166,10102,1064,9.5
CN1607700000000,16,77,"Power County, ID",2010,3876,3528,348,9
CN1607900000000,16,79,"Shoshone County, ID",2010,5482,4632,850,15.5
CN1608100000000,16,81,"Teton County, ID",2010,5452,5036,416,7.6
CN1608300000000,16,83,"Twin Falls County, ID",2010,36893,33836,3057,8.3
CN1608500000000,16,85,"Valley County, ID",2010,4696,3970,726,15.5
CN1608700000000,16,87,"Washington County, ID",2010,4735,4253,482,10.2
CN1700100000000,17,1,"Adams County, IL",2010,34827,32120,2707,7.8
CN1700300000000,17,3,"Alexander County, IL",2010,2967,2615,352,11.9
CN1700500000000,17,5,"Bond County, IL",2010,8525,7657,868,10.2
CN1700700000000,17,7,"Boone County, IL",2010,27346,23540,3806,13.9
CN1700900000000,17,9,"Brown County, IL",2010,2581,2400,181,7
CN1701100000000,17,11,"Bureau County, IL",2010,19131,17050,2081,10.9
CN1701300000000,17,13,"Calhoun County, IL",2010,2494,2241,253,10.1
CN1701500000000,17,15,"Carroll County, IL",2010,8528,7633,895,10.5
CN1701700000000,17,17,"Cass County, IL",2010,6980,6396,584,8.4
CN1701900000000,17,19,"Champaign County, IL",2010,108706,99758,8948,8.2
CN1702100000000,17,21,"Christian County, IL",2010,17132,15382,1750,10.2
CN1702300000000,17,23,"Clark County, IL",2010,8305,7328,977,11.8
CN1702500000000,17,25,"Clay County, IL",2010,6813,6038,775,11.4
CN1702700000000,17,27,"Clinton County, IL",2010,20503,18999,1504,7.3
CN1702900000000,17,29,"Coles County, IL",2010,25634,23089,2545,9.9
CN1703100000000,17,31,"Cook County, IL",2010,2640576,2350480,290096,11
CN1703300000000,17,33,"Crawford County, IL",2010,10371,9475,896,8.6
CN1703500000000,17,35,"Cumberland County, IL",2010,6054,5496,558,9.2
CN1703700000000,17,37,"DeKalb County, IL",2010,56305,50323,5982,10.6
CN1703900000000,17,39,"De Witt County, IL",2010,8798,8022,776,8.8
CN1704100000000,17,41,"Douglas County, IL",2010,10321,9407,914,8.9
CN1704300000000,17,43,"DuPage County, IL",2010,502193,457100,45093,9
CN1704500000000,17,45,"Edgar County, IL",2010,9447,8382,1065,11.3
CN1704700000000,17,47,"Edwards County, IL",2010,3224,2940,284,8.8
CN1704900000000,17,49,"Effingham County, IL",2010,18626,17148,1478,7.9
CN1705100000000,17,51,"Fayette County, IL",2010,11220,10083,1137,10.1
CN1705300000000,17,53,"Ford County, IL",2010,7279,6585,694,9.5
CN1705500000000,17,55,"Franklin County, IL",2010,17976,15740,2236,12.4
CN1705700000000,17,57,"Fulton County, IL",2010,17564,15489,2075,11.8
CN1705900000000,17,59,"Gallatin County, IL",2010,2632,2377,255,9.7
CN1706100000000,17,61,"Greene County, IL",2010,6804,6167,637,9.4
CN1706300000000,17,63,"Grundy County, IL",2010,25918,22448,3470,13.4
CN1706500000000,17,65,"Hamilton County, IL",2010,4007,3626,381,9.5
CN1706700000000,17,67,"Hancock County, IL",2010,9939,8882,1057,10.6
CN1706900000000,17,69,"Hardin County, IL",2010,1791,1596,195,10.9
CN1707100000000,17,71,"Henderson County, IL",2010,3922,3554,368,9.4
CN1707300000000,17,73,"Henry County, IL",2010,26769,24312,2457,9.2
CN1707500000000,17,75,"Iroquois County, IL",2010,15968,14337,1631,10.2
CN1707700000000,17,77,"Jackson County, IL",2010,29798,27328,2470,8.3
CN1707900000000,17,79,"Jasper County, IL",2010,5089,4633,456,9
CN1708100000000,17,81,"Jefferson County, IL",2010,18197,16328,1869,10.3
CN1708300000000,17,83,"Jersey County, IL",2010,11590,10521,1069,9.2
CN1708500000000,17,85,"Jo Daviess County, IL",2010,12424,11312,1112,9
CN1708700000000,17,87,"Johnson County, IL",2010,4447,3887,560,12.6
CN1708900000000,17,89,"Kane County, IL",2010,266908,237132,29776,11.2
CN1709100000000,17,91,"Kankakee County, IL",2010,56343,49205,7138,12.7
CN1709300000000,17,93,"Kendall County, IL",2010,62309,55943,6366,10.2
CN1709500000000,17,95,"Knox County, IL",2010,25303,22866,2437,9.6
CN1709700000000,17,97,"Lake County, IL",2010,368953,332048,36905,10
CN1709900000000,17,99,"LaSalle County, IL",2010,61782,54282,7500,12.1
CN1710100000000,17,101,"Lawrence County, IL",2010,6694,5971,723,10.8
CN1710300000000,17,103,"Lee County, IL",2010,19198,17263,1935,10.1
CN1710500000000,17,105,"Livingston County, IL",2010,19285,17342,1943,10.1
